,M&M.NS,MARUTI.NS,TATAMOTORS.NS,EICHERMOT.NS,BAJAJ-AUTO.NS,HEROMOTOCO.NS,TVSMOTOR.NS,ASHOKLEY.NS,BHARATFORG.NS
03-01-2017,-0.005895267289242945,0.007757025612879609,-0.012216367619422464,-0.0010322132571576326,0.007966115451221834,-0.014518816481687513,0.02651978828171009,0.0006173216049383257,-0.002596024229313154
04-01-2017,-0.0004908572868562722,-0.0011346307659563237,0.01153603768370437,-0.013519652757764677,0.02477861492598965,0.00614416390113548,-0.00569685727278979,0.0345465183791871,-0.009055390761253168
05-01-2017,0.004419186231561456,0.02413607323779532,0.031850406235050865,0.005759988090229928,0.014623150615450609,0.022247029911214522,0.02544966768820789,0.0011925877379208583,0.00941173800273587
06-01-2017,-0.005621888244733975,-0.0034428680518268084,-0.00876230997401195,0.017621942838338178,-0.00587511683193076,-0.0013672828192398123,0.0059771787238085405,0.01608107384213553,-0.011112918383645254
09-01-2017,-0.013478595483432665,0.00764843986634367,0.004821685384229113,0.012422099995539115,0.005835892451320657,-0.01176838109349454,-0.006070798406014211,-0.00410323666453849,-0.005152890391109
10-01-2017,0.007890365448504966,0.002889475656092655,0.032190355486076516,0.00021951481386550675,0.006463139611621704,0.009088076480006535,-0.0033787857050032732,0.0,0.025732835543441412
11-01-2017,0.01524515863205611,0.015418909484646637,0.005811138014527817,0.0067963529667463,-0.00809995475690961,0.008254331480876065,-0.007693342303145667,0.007651577908620588,0.022831050228310446
12-01-2017,-0.015097382792207847,0.0026031045918584184,-0.001925854597977894,-0.014457321294063852,0.006841828424987817,-0.00034045521601688833,0.020762139027595383,-0.015186862654624989,-0.0005252100840336116
13-01-2017,0.003667340621820614,-0.013475052866702697,-0.0065605873613121535,-0.0014434635802508256,-0.010448771175850746,-0.011886968922697694,-0.011457213619693651,0.0029655989437120667,-0.008302705622700968
16-01-2017,-0.005624646497714436,-0.003965277305026715,0.022433814406885633,-0.019753352327771312,0.004836481793953462,0.01483643802760981,-0.0031254386296905023,0.012418632550244446,-0.008425128662116532
17-01-2017,-0.005408793393889333,-0.0013211436046912661,-0.005129202269847144,0.00030649679147365383,0.0026638253489812413,0.01322872224468341,-0.011495738471587247,0.004088767362801615,-0.0009619241987164351
18-01-2017,0.008427103500554312,0.0026546536247498143,-0.0023868626520532343,0.004465394853187643,-0.010700264593288877,-0.01487553810920561,0.012686633335830866,0.011052991433526671,0.006846776571275859
19-01-2017,-0.003128541804986451,0.005963620374371148,0.01722652845217021,0.016574628923792023,-0.0016297744489606192,0.005281848557602498,0.01774766647073145,0.0017261394402647845,0.002443805706179747
20-01-2017,-0.015485628711844446,-0.008638838502958657,-0.01552356724172077,-0.001441605327985318,0.002133343188315262,-0.01668090265936195,-0.027824094782782582,-0.01723147555937965,-0.020138851825010295
23-01-2017,-0.00264252696702727,0.005477170187063063,0.018157491931342973,-0.0022905509466867313,0.002017715666548847,0.015144545176632329,0.0050118540475538875,0.008766802726607237,0.011520323716211811
24-01-2017,0.026747351457115487,0.006526350000000125,0.016613432320848887,0.011600060347230379,0.03415848919268427,0.01210927389778016,0.05091861916010498,0.027809893571029143,0.00657686296703619
25-01-2017,0.0189236491549718,0.011390505434506482,0.01357222189194185,-0.0004239423022655009,0.018113918393533934,0.036100532888068804,-0.018981034504955918,-0.02423893995410109,0.012111579707835274
27-01-2017,0.0063514247387446154,0.019534532370980795,-0.012661708673810113,0.021386642405038847,0.0015616641177136348,-0.009730666669787946,-0.0011455746282486023,0.06816861573755895,-0.007242979292784613
30-01-2017,-0.004873352910297557,-0.003541254474727862,-0.017806115292490654,-0.01057161484379432,-0.010178356750822015,-0.006576844801675752,-0.009685276515661534,-0.00432659722224038,0.006026975627808628
31-01-2017,-0.004415542796836314,-0.00011877878130239772,-0.016438099193208378,-0.008863999295430913,0.002973363959684061,-0.0069959161557580085,-0.006048065046419748,-0.014122792036126985,-0.02049503363283467
01-02-2017,0.050237924381747456,0.048343757899647954,0.03571772062984646,0.043476707403591774,0.007305564367810602,0.0361245920090123,0.020844089968156565,0.015427014104683057,0.04367188332764971
02-02-2017,-0.028754662544829612,-0.0056399041785698545,-0.019824804057169243,-0.010424641258874545,-0.016362122734785545,-0.017706369694583834,-0.012174984908053244,0.029300020566152662,-0.002981570274250389
03-02-2017,-0.0033598167231583265,-0.0047034922390581935,-0.01674510705550325,-0.016537576134989962,0.00023157919512262204,-0.004568331397599712,0.005135447264982718,-0.0036900208291590353,-0.02160351863882437
06-02-2017,0.004124750853722325,0.005600568871937384,0.006218905762995108,0.018365745762966013,-0.0030982499541937214,0.01756376820161787,0.011751118806070604,0.006349190158730256,0.042527442157287876
07-02-2017,-0.005490222818578472,0.010325706617637875,-0.03622703942938055,-0.0013227348473732192,-0.010573642221982205,-0.0032564026845124383,-0.00896348417966042,-0.011040961481521228,-0.007683401316812333
08-02-2017,0.014575716518761661,-0.0029856261536411743,0.012332281275560186,0.007376909081071359,0.0043684933157426276,-0.011427081244270498,0.013121003566878953,0.013822385729311382,-0.014772553797794519
09-02-2017,0.011273703789120182,-0.006061650713767852,-0.0003898493416941706,-0.002758884459397093,0.0008627725959062804,0.013203844270224474,0.02602792973411372,-0.0005243358238304907,0.05242749892933718
10-02-2017,-0.010877082395913673,-0.0072842892410615034,-0.00643460652628336,0.005013960530980022,0.005926085446834595,0.0010719426342071792,0.008578431372548989,-0.024659034887617448,-0.006091881306804159
13-02-2017,0.016436425937425225,-0.014765430078939823,-0.008340692967827357,0.03522254790421586,0.0020351152885886847,-0.01286484970300572,-0.00012147703523690545,-0.009144685399583463,0.02901491468932016
14-02-2017,0.0024640597080638482,-0.013641631019594813,-0.04601227104957395,0.018363641848421652,-0.01011933083912353,-0.019711486582925097,-0.0035241515542723256,0.0027144408702832745,-0.0015851900867722701
15-02-2017,-0.0007681376646637705,-0.01298852693706476,-0.09459594804288052,-0.022314521412375443,0.004139519669676073,-0.02058200540903854,0.0008536734146340486,0.00920409847409065,-0.01876353139283138
16-02-2017,0.014605834920538463,0.02760666665814382,0.021881057470617638,0.023468245155350065,-0.0021329924688007207,0.008586552660238,0.029365145901968148,0.011266127514610424,0.06016178043638165
17-02-2017,-0.0020456500738069705,-0.005776332859115496,0.015582986995515746,-0.011487707043879247,-0.0017063927459366468,-0.011922098476270349,0.007812543436686692,-0.003713511618037124,-0.018545858156062356
20-02-2017,-0.0009111135237207524,0.017262807629700783,0.005519372850565585,0.003943642802056724,0.004534203621703536,0.0048264275837310855,0.0,0.006389759959783525,0.014372554826463713
21-02-2017,-0.003267545848593234,-0.004923561783725883,0.007025977855490417,0.004552705399755164,0.00277628515135242,0.0076399697789506504,0.006225026601021089,0.006349190158730256,0.004366766688564283
22-02-2017,-0.00034313512875183694,0.002721357754086995,0.0030524232391142547,-0.007254467020041622,0.0001786192730195424,0.012924659724451892,-0.002568007667410166,-0.02733962683311919,-0.014986078815911186
23-02-2017,-0.0048428735786547605,-0.008002089393995493,0.004999496491672195,-0.007682400600395822,0.0051254926332708894,0.003332085516793759,0.01345816266822708,-0.02108104810810807,0.006292215338974394
27-02-2017,-0.008430087907187911,-0.013181893549991663,-0.00984106897365511,-0.021720220344161878,-0.0067694994266689346,-0.00026759990556379787,0.006351039260970026,-0.017117647684054993,-0.01227253793747074
28-02-2017,0.01414387227662428,-0.004872721162732074,-0.002293551393580895,-0.008515757093033538,-0.01400695741173108,-0.011902076629114133,-0.01617897372346533,0.018539343033707745,-0.004629871510340555
01-03-2017,0.02789313334558363,-0.0004896415365133189,-0.015982458237547847,-0.017422239785901295,0.004753473807409758,0.012762436744935268,-0.00804761395339193,-0.015995637678176244,-0.0014238929892125274
02-03-2017,-0.017608897126969447,-0.00014360733595619735,0.027255533802386323,-0.010997588041573803,0.022769970747562374,0.016094315427919614,0.0028218981775425256,-0.020739893982698154,-0.0096486552315741
03-03-2017,-0.002226378264150952,-0.005237592397043245,-0.0037903399474936705,-0.015337611148152797,0.0002648258282953453,0.013485909744895386,0.007269259025243446,0.0,0.0011518056669148624
06-03-2017,0.005862107873324973,0.007999676956392587,0.023589466925119096,-0.0012061483379826043,0.017756300525960667,0.014345279983550396,-0.008380807128962497,0.036061838410699654,0.028667329242569428
07-03-2017,-0.007181567491005847,-0.007809817810835562,-0.006903143764270037,0.0064913393868006874,-0.0012660493482455903,-0.004322579007227434,-0.0018781976219883756,0.007734772928176703,-0.02218291383981419
08-03-2017,-0.01264908252224961,-0.0041351953808269615,-0.010159341512017916,0.010219214085554595,-0.0032992412306734886,-0.009907879558149757,-0.016700002826931737,-0.0010964745980728274,-0.006291083551141496
